abdominal_pain,heartburn,nausea,vomiting,loss_of_appetite,bloating,belching,weakness,weight_loss,discomfort_after_meal,gastritis
0.33217982292961934,2.478353277034075,1.2790412922001377,1.0052576424032633,0.41912186597648504,1.2122452892327784,1.1429297513687877,0.07591716225289513,0.0,3.4255545235953546,0
0.4807533194983642,2.471370998892911,0.0919759244787891,0.0,2.465648768921554,1.6613355492701964,2.1012923070318856,0.0,0.22780863773740867,2.166383884564799,0
5.799492299788176,7.894879642093278,5.582068002524364,1.7288805194507213,3.9568956106488042,4.676489227204958,3.9327023923150266,3.9889442753597475,2.5410990923360868,7.778697826512246,1
7.4177271900095105,2.080659752240449,2.343627902203139,3.393722471738247,7.476933159990821,5.342736562379941,4.768703435223519,3.3977926088214225,0.04295601926514525,5.5603115832105825,1
4.306643805277307,4.238817467905787,2.7388953906368663,3.268857765256044,7.164245589426079,6.775496919186715,6.788664660217523,5.509995594489472,2.5856682197908514,5.75304521003008,1
2.496895147105346,3.463317690683539,0.5208257621547101,0.40717051166809143,0.0,0.2056900638789938,3.218788733591297,2.3562400285708227,0.4639949392098331,3.5052993468380365,0
3.459445300633681,3.1933931958439126,2.4954342528834736,0.6690906259966598,4.372296253626673,0.6194137923989362,1.4020424149771982,0.9391359125252539,0.0,3.5637374260091317,0
6.560656224324976,6.7142251430234925,7.955788089483033,1.9634595634527052,4.3830127942136246,3.996485912830927,6.830804235404148,4.657502219319369,1.9404795924659224,8.026534866226712,1
9.743724267099553,6.3511065879096655,4.381422907110845,4.34625100554795,5.486739634614891,4.264348551734478,7.547467240279111,3.4160946583487597,0.0,7.691035887777533,1
1.4859282252098458,0.7965840961675716,0.8387142883339909,0.7020254284072692,2.8861859012105304,2.2618667192477586,2.386325586084147,0.9255540842338328,0.0,1.9602291868261748,0
2.1535215238245002,1.3510860791779802,0.3408176975635221,0.5019686522157014,1.4777540994335272,1.6114570328916642,1.1379361885799009,0.5785017796601164,0.6699104820933219,1.9889297750831405,0
3.714234221772531,3.127899549030161,1.791031947043047,0.04530627260263054,2.402794310936099,0.0,2.8802856407004054,3.1904556258099785,0.004731837434655828,1.1505534055958422,0
4.559907430517693,3.3103841234530686,1.0091443457401374,0.31723035158372864,1.6490867326291063,0.1656896949870399,2.804504048573098,0.08530906873872257,0.8102741079808675,1.758593934705405,0
0.8251200614956444,1.5169077256914867,1.8135172173696699,0.0,1.2274599346041295,3.960714131423642,0.0,1.1846338585323042,0.6299413971242118,3.1727343076659658,0
3.949095221396731,0.6992807659256701,1.6176408455111448,1.108535398490055,1.2262882694988748,3.271102148864958,2.262249517987207,0.0,1.0246736961604328,3.9876584922713016,0
0.5379774946590179,3.180626905613678,2.158595579007404,0.08965884082414477,1.9633761292443217,2.6191713904047473,3.2330902399917347,2.896792982653947,0.37730594199856476,0.8693957534637655,0
3.3180103222863435,1.6406082377092857,2.209381970686634,0.7689800018459978,3.7344221590617415,2.14064814522792,0.0,0.9654703439051915,0.018492186966936774,3.4657700012196098,0
0.3936612529083314,2.7237086228647778,0.7765372146741492,0.857000247046046,1.4732376245735448,1.8907566310146908,0.7298094228973926,0.0,0.27674252396648946,3.2845981914852085,0
3.0651638605459306,2.1387183073266454,1.6300749386010076,1.3814687361516143,1.2309537229451328,0.7865946629144582,3.5861352632935644,1.0513608594796353,0.9362235788302266,3.599297816146607,0
4.244661264085818,4.124349920169754,6.0300705344173195,4.027571901824418,7.030095372612096,10.0,6.141781021386334,6.271131280361198,4.908003526986405,8.302782502611596,1
4.69486925667997,2.998463213585652,5.330045596218677,1.2881421643412636,5.920727715920762,3.930674516299872,1.4230069900390068,4.714609083873268,2.170936389220217,7.160397425081629,1
1.2921022013158499,3.633425895451049,1.0642800190954627,0.0,0.2846962907400318,3.019396623402014,0.9044500524242949,1.2164585895819748,0.5227859199519069,1.0225994785912744,0
9.726870981903408,7.65753195520975,5.030286556519728,3.884148033733463,8.096039487989904,3.7428605050485872,4.111002511561635,0.6617352818189364,1.4563618444864896,10.0,1
1.2875820332585657,1.020006151139432,2.765454240281097,0.7024908554804777,0.0,3.3767929205821643,5.18323429551895,2.032465260551147,0.0,1.273648890700623,0
1.6439120581899966,4.808008520708457,0.9805578591004518,0.03370417171945944,0.0,1.8423222428803794,0.0,0.0,1.271533825929542,3.984895710726855,0
